Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:44:23] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:46:00] 	2.670	-0.040	-1.5	210	2.660	2.670	126	2.700	2.660
[09:47:05] 	2.670	-0.040	-1.5	210	2.660	2.670	193	2.700	2.660
[09:48:03] 	2.660	-0.050	-1.8	201	2.660	2.670	195	2.700	2.660
[09:49:09] 	2.660	-0.050	-1.8	323	2.650	2.660	153	2.700	2.650
[09:50:23] 	2.660	-0.050	-1.8	353	2.650	2.660	179	2.700	2.650
[09:51:42] 	2.650	-0.060	-2.2	347	2.650	2.660	174	2.700	2.650
[09:52:47] 	2.660	-0.050	-1.8	357	2.650	2.660	142	2.700	2.650
[09:53:57] 	2.660	-0.050	-1.8	360	2.650	2.660	209	2.700	2.650
[09:55:00] 	2.660	-0.050	-1.8	368	2.650	2.660	205	2.700	2.650
[09:56:04] 	2.660	-0.050	-1.8	372	2.650	2.660	251	2.700	2.650
[09:57:18] 	2.660	-0.050	-1.8	357	2.650	2.660	241	2.700	2.650
[09:57:57] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:59:11] 	2.660	-0.050	-1.8	458	2.650	2.660	254	2.700	2.650
[10:00:23] 	2.660	-0.050	-1.8	474	2.650	2.660	229	2.700	2.650
[10:01:33] 	2.650	-0.060	-2.2	467	2.650	2.660	231	2.700	2.650
[10:02:39] 	2.660	-0.050	-1.8	480	2.650	2.660	228	2.700	2.650
[10:03:44] 	2.650	-0.060	-2.2	475	2.650	2.660	229	2.700	2.650
[10:04:58] 	2.660	-0.050	-1.8	498	2.650	2.660	226	2.700	2.650
[10:06:12] 	2.660	-0.050	-1.8	500	2.650	2.660	256	2.700	2.650
[10:07:15] 	2.660	-0.050	-1.8	503	2.650	2.660	293	2.700	2.650
[10:08:19] 	2.650	-0.060	-2.2	505	2.650	2.660	264	2.700	2.650
[10:09:31] 	2.660	-0.050	-1.8	512	2.650	2.660	255	2.700	2.650
[10:10:34] 	2.660	-0.050	-1.8	520	2.650	2.660	248	2.700	2.650
[10:11:37] 	2.660	-0.050	-1.8	537	2.650	2.660	232	2.700	2.650
[10:12:42] 	2.660	-0.050	-1.8	539	2.650	2.660	211	2.700	2.650
[10:13:46] 	2.660	-0.050	-1.8	543	2.650	2.660	200	2.700	2.650
[10:14:52] 	2.660	-0.050	-1.8	546	2.650	2.660	195	2.700	2.650
[10:16:01] 	2.660	-0.050	-1.8	549	2.650	2.660	169	2.700	2.650
[10:16:57] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:18:18] 	2.660	-0.050	-1.8	24	2.660	2.670	165	2.700	2.650
[10:19:22] 	2.660	-0.050	-1.8	32	2.660	2.670	165	2.700	2.650
[10:20:25] 	2.670	-0.040	-1.5	36	2.660	2.670	164	2.700	2.650
[10:21:30] 	2.670	-0.040	-1.5	45	2.660	2.670	167	2.700	2.650
[10:22:40] 	2.670	-0.040	-1.5	72	2.660	2.670	163	2.700	2.650
[10:23:55] 	2.670	-0.040	-1.5	78	2.660	2.670	163	2.700	2.650
[10:24:58] 	2.670	-0.040	-1.5	77	2.660	2.670	159	2.700	2.650
[10:27:04] 	2.670	-0.040	-1.5	92	2.660	2.670	117	2.700	2.650
[10:28:19] 	2.670	-0.040	-1.5	99	2.660	2.670	118	2.700	2.650
[10:29:09] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:29:56] 	2.670	-0.040	-1.5	117	2.660	2.670	111	2.700	2.650
[10:30:59] 	2.670	-0.040	-1.5	176	2.660	2.670	108	2.700	2.650
[10:32:10] 	2.670	-0.040	-1.5	179	2.660	2.670	116	2.700	2.650
[10:33:18] 	2.670	-0.040	-1.5	196	2.660	2.670	95	2.700	2.650
[10:34:23] 	2.670	-0.040	-1.5	13	2.670	2.680	193	2.700	2.650
[10:36:31] 	2.670	-0.040	-1.5	181	2.660	2.670	34	2.700	2.650
[10:37:35] 	2.670	-0.040	-1.5	187	2.660	2.670	54	2.700	2.650
[10:38:54] 	2.670	-0.040	-1.5	114	2.670	2.680	187	2.700	2.650
[10:40:04] 	2.670	-0.040	-1.5	116	2.670	2.680	187	2.700	2.650
[10:41:07] 	2.670	-0.040	-1.5	96	2.670	2.680	187	2.700	2.650
[10:42:31] 	2.670	-0.040	-1.5	103	2.670	2.680	187	2.700	2.650
[10:43:19] 	2.670	-0.040	-1.5	110	2.670	2.680	187	2.700	2.650
[10:44:34] 	2.670	-0.040	-1.5	122	2.670	2.680	187	2.700	2.650
[10:46:26] 	2.670	-0.040	-1.5	127	2.670	2.680	198	2.700	2.650
[10:47:29] 	2.680	-0.030	-1.1	197	2.670	2.680	192	2.700	2.650
[10:48:40] 	2.680	-0.030	-1.1	200	2.670	2.680	192	2.700	2.650
[10:49:53] 	2.680	-0.030	-1.1	199	2.670	2.680	149	2.700	2.650
[10:51:00] 	2.680	-0.030	-1.1	205	2.670	2.680	142	2.700	2.650
[10:52:09] 	2.680	-0.030	-1.1	224	2.670	2.680	143	2.700	2.650
[10:53:19] 	2.680	-0.030	-1.1	231	2.670	2.680	18	2.700	2.650
[10:54:59] 	2.680	-0.030	-1.1	241	2.670	2.680	203	2.700	2.650
[10:56:01] 	2.680	-0.030	-1.1	246	2.670	2.680	211	2.700	2.650
[10:57:04] 	2.680	-0.030	-1.1	25	2.680	2.690	145	2.700	2.650
[10:58:22] 	2.680	-0.030	-1.1	264	2.670	2.680	47	2.700	2.650
[10:59:52] 	2.680	-0.030	-1.1	263	2.670	2.680	35	2.700	2.650
[11:01:32] 	2.680	-0.030	-1.1	263	2.670	2.680	85	2.700	2.650
[11:02:35] 	2.680	-0.030	-1.1	264	2.670	2.680	51	2.700	2.650
[11:03:39] 	2.680	-0.030	-1.1	264	2.670	2.680	52	2.700	2.650
[11:04:46] 	2.680	-0.030	-1.1	265	2.670	2.680	60	2.700	2.650
[11:05:54] 	2.680	-0.030	-1.1	265	2.670	2.680	56	2.700	2.650
[11:06:53] 	2.680	-0.030	-1.1	262	2.670	2.680	29	2.700	2.650
[11:08:05] 	2.680	-0.030	-1.1	262	2.670	2.680	33	2.700	2.650
[11:09:17] 	2.680	-0.030	-1.1	263	2.670	2.680	18	2.700	2.650
[11:10:19] 	2.680	-0.030	-1.1	273	2.670	2.680	46	2.700	2.650
[11:11:27] 	2.680	-0.030	-1.1	277	2.670	2.680	96	2.700	2.650
[11:12:29] 	2.680	-0.030	-1.1	278	2.670	2.680	96	2.700	2.650
[11:13:37] 	2.680	-0.030	-1.1	278	2.670	2.680	74	2.700	2.650
[11:14:50] 	2.680	-0.030	-1.1	278	2.670	2.680	72	2.700	2.650
[11:15:52] 	2.680	-0.030	-1.1	278	2.670	2.680	64	2.700	2.650
[11:17:01] 	2.680	-0.030	-1.1	278	2.670	2.680	59	2.700	2.650
[11:17:43] 	2.680	-0.030	-1.1	278	2.670	2.680	12	2.700	2.650
[11:18:45] 	2.680	-0.030	-1.1	280	2.670	2.680	61	2.700	2.650
[11:20:30] 	2.680	-0.030	-1.1	287	2.670	2.680	61	2.700	2.650
[11:22:06] 	2.680	-0.030	-1.1	284	2.670	2.680	71	2.700	2.650
[11:23:14] 	2.680	-0.030	-1.1	286	2.670	2.680	86	2.700	2.650
[11:24:16] 	2.680	-0.030	-1.1	289	2.670	2.680	91	2.700	2.650
[11:25:39] 	2.680	-0.030	-1.1	292	2.670	2.680	82	2.700	2.650
[11:26:42] 	2.680	-0.030	-1.1	287	2.670	2.680	37	2.700	2.650
[11:27:46] 	2.680	-0.030	-1.1	285	2.670	2.680	34	2.700	2.650
[11:28:50] 	2.680	-0.030	-1.1	283	2.670	2.680	129	2.700	2.650
[11:30:05] 	2.680	-0.030	-1.1	281	2.670	2.680	129	2.700	2.650
[11:31:20] 	2.680	-0.030	-1.1	282	2.670	2.680	109	2.700	2.650
[11:33:45] 	2.680	-0.030	-1.1	47	2.680	2.690	98	2.700	2.650
[11:34:49] 	2.680	-0.030	-1.1	53	2.680	2.690	99	2.700	2.650
[11:36:40] 	2.680	-0.030	-1.1	85	2.680	2.690	98	2.700	2.650
[11:37:43] 	2.680	-0.030	-1.1	118	2.680	2.690	98	2.700	2.650
