Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:55:53] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:56:51] 	5.010	-0.070	-1.4	7	5.010	5.020	71	5.040	4.980
[09:57:56] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:58:08] 	5.000	-0.080	-1.6	38	5.000	5.020	72	5.040	4.980
[09:59:50] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:01:11] 	5.000	-0.080	-1.6	34	5.000	5.010	38	5.040	4.980
[10:02:22] 	5.000	-0.080	-1.6	15	5.000	5.010	41	5.040	4.980
[10:04:29] 	5.000	-0.080	-1.6	8	5.000	5.010	38	5.040	4.980
[10:05:30] 	5.000	-0.080	-1.6	7	5.000	5.010	44	5.040	4.980
[10:06:56] 	5.000	-0.080	-1.6	97	4.990	5.000	38	5.040	4.980
[10:08:12] 	4.990	-0.090	-1.8	41	4.990	5.000	39	5.040	4.980
[10:09:50] 	4.980	-0.100	-2.0	230	4.980	4.990	1	5.040	4.980
[10:11:01] 	4.990	-0.090	-1.8	3	4.990	5.000	32	5.040	4.980
[10:11:50] 	4.990	-0.090	-1.8	240	4.980	4.990	15	5.040	4.980
[10:12:41] 	4.990	-0.090	-1.8	3	4.990	5.000	27	5.040	4.980
[10:13:12] 	4.990	-0.090	-1.8	3	4.990	5.000	26	5.040	4.980
[10:14:10] 	4.990	-0.090	-1.8	4	4.990	5.000	33	5.040	4.980
[10:15:15] 	4.980	-0.100	-2.0	255	4.980	4.990	4	5.040	4.980
[10:16:21] 	4.990	-0.090	-1.8	24	4.990	5.000	51	5.040	4.980
[10:17:26] 	4.990	-0.090	-1.8	66	4.990	5.000	46	5.040	4.980
[10:18:36] 	5.000	-0.080	-1.6	66	4.990	5.000	45	5.040	4.980
[10:19:40] 	5.000	-0.080	-1.6	61	4.990	5.000	28	5.040	4.980
[10:20:38] 	5.000	-0.080	-1.6	43	5.000	5.010	131	5.040	4.980
[10:21:42] 	5.000	-0.080	-1.6	53	5.000	5.010	146	5.040	4.980
[10:22:48] 	5.000	-0.080	-1.6	52	5.000	5.010	136	5.040	4.980
[10:24:10] 	5.000	-0.080	-1.6	50	5.000	5.010	149	5.040	4.980
[10:25:15] 	5.000	-0.080	-1.6	64	5.000	5.010	150	5.040	4.980
[10:26:54] 	5.000	-0.080	-1.6	86	4.990	5.000	11	5.040	4.980
[10:28:05] 	4.990	-0.090	-1.8	89	4.990	5.000	32	5.040	4.980
[10:29:10] 	4.990	-0.090	-1.8	81	4.990	5.000	31	5.040	4.980
[10:31:03] 	4.990	-0.090	-1.8	73	4.990	5.000	18	5.040	4.980
[10:32:17] 	5.000	-0.080	-1.6	51	5.000	5.010	104	5.040	4.980
[10:33:26] 	5.000	-0.080	-1.6	61	5.000	5.010	105	5.040	4.980
[10:34:40] 	5.000	-0.080	-1.6	59	5.000	5.010	104	5.040	4.980
[10:35:46] 	5.000	-0.080	-1.6	56	5.000	5.010	125	5.040	4.980
[10:36:56] 	5.000	-0.080	-1.6	57	5.000	5.010	123	5.040	4.980
[10:38:02] 	4.990	-0.090	-1.8	74	4.990	5.000	25	5.040	4.980
[10:39:18] 	5.000	-0.080	-1.6	77	4.990	5.000	24	5.040	4.980
