Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[07:15:25] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[07:15:41] 	4.720	+0.160	+3.5	46	4.720	4.730	57	4.740	4.560
[09:06:06] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:54:03] 	4.890	+0.170	+3.6	115	4.880	4.890	50	4.910	4.760
[14:54:22] 	4.880	+0.160	+3.4	116	4.880	4.890	60	4.910	4.760
[14:54:52] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:55:19] 	4.880	+0.160	+3.4	121	4.880	4.890	61	4.910	4.760
[14:56:56] 	4.880	+0.160	+3.4	118	4.880	4.890	80	4.910	4.760
[14:58:13] 	4.890	+0.170	+3.6	102	4.880	4.890	100	4.910	4.760
[14:59:37] 	4.880	+0.160	+3.4	133	4.880	4.890	99	4.910	4.760
[15:01:12] 	4.880	+0.160	+3.4	172	4.880	4.890	152	4.910	4.760
[15:02:42] 	4.880	+0.160	+3.4	171	4.880	4.890	170	4.910	4.760
[15:03:53] 	4.890	+0.170	+3.6	226	4.880	4.890	135	4.910	4.760
[15:05:03] 	4.890	+0.170	+3.6	226	4.880	4.890	136	4.910	4.760
[15:06:14] 	4.890	+0.170	+3.6	149	4.890	4.900	265	4.910	4.760
[15:07:31] 	4.890	+0.170	+3.6	164	4.890	4.900	274	4.910	4.760
[15:09:05] 	4.890	+0.170	+3.6	48	4.890	4.900	276	4.910	4.760
[15:10:14] 	4.890	+0.170	+3.6	49	4.890	4.900	271	4.910	4.760
[15:11:21] 	4.890	+0.170	+3.6	46	4.890	4.900	274	4.910	4.760
[15:12:34] 	4.890	+0.170	+3.6	48	4.890	4.900	273	4.910	4.760
[15:13:37] 	4.890	+0.170	+3.6	46	4.890	4.900	273	4.910	4.760
[15:15:05] 	4.890	+0.170	+3.6	36	4.890	4.900	276	4.910	4.760
[15:16:12] 	4.900	+0.180	+3.8	36	4.890	4.900	274	4.910	4.760
[15:17:31] 	4.890	+0.170	+3.6	22	4.890	4.900	268	4.910	4.760
[15:18:39] 	4.890	+0.170	+3.6	11	4.890	4.900	268	4.910	4.760
[15:19:42] 	4.890	+0.170	+3.6	36	4.890	4.900	263	4.910	4.760
[15:20:09] 	4.900	+0.180	+3.8	141	4.900	4.910	100	4.910	4.760
[15:21:26] 	4.900	+0.180	+3.8	122	4.900	4.910	105	4.910	4.760
[15:22:24] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:23:06] 	4.920	+0.200	+4.2	66	4.920	4.930	88	4.920	4.760
[15:24:23] 	4.930	+0.210	+4.4	69	4.920	4.930	43	4.930	4.760
[15:24:56] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:25:36] 	4.920	+0.200	+4.2	69	4.910	4.920	45	4.930	4.760
[15:26:08] 	4.910	+0.190	+4.0	62	4.910	4.920	49	4.930	4.760
[15:27:16] 	4.920	+0.200	+4.2	53	4.910	4.920	45	4.930	4.760
[15:27:47] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:28:54] 	4.920	+0.200	+4.2	56	4.910	4.920	66	4.930	4.760
[15:30:10] 	4.920	+0.200	+4.2	11	4.920	4.930	166	4.930	4.760
[15:31:20] 	4.920	+0.200	+4.2	3	4.920	4.930	172	4.930	4.760
[15:32:31] 	4.920	+0.200	+4.2	60	4.920	4.930	182	4.930	4.760
[15:33:10] 	4.920	+0.200	+4.2	58	4.910	4.920	55	4.930	4.760
[15:34:43] 	4.920	+0.200	+4.2	60	4.910	4.930	185	4.930	4.760
[15:35:49] 	4.920	+0.200	+4.2	82	4.920	4.930	193	4.930	4.760
[15:36:53] 	4.930	+0.210	+4.4	96	4.920	4.930	7	4.930	4.760
[15:38:22] 	4.920	+0.200	+4.2	43	4.920	4.930	106	4.930	4.760
[15:39:28] 	4.920	+0.200	+4.2	30	4.920	4.930	121	4.930	4.760
[15:40:33] 	4.920	+0.200	+4.2	63	4.920	4.930	124	4.930	4.760
[15:41:38] 	4.910	+0.190	+4.0	10	4.900	4.910	7	4.930	4.760
[15:42:54] 	4.900	+0.180	+3.8	83	4.890	4.900	8	4.930	4.760
[15:44:03] 	4.900	+0.180	+3.8	69	4.890	4.900	9	4.930	4.760
[15:45:07] 	4.900	+0.180	+3.8	47	4.890	4.900	7	4.930	4.760
[15:46:25] 	4.900	+0.180	+3.8	49	4.890	4.900	9	4.930	4.760
[15:47:43] 	4.900	+0.180	+3.8	58	4.890	4.900	28	4.930	4.760
[15:48:49] 	4.900	+0.180	+3.8	118	4.890	4.900	15	4.930	4.760
[15:49:56] 	4.900	+0.180	+3.8	18	4.900	4.910	67	4.930	4.760
[15:51:01] 	4.900	+0.180	+3.8	11	4.900	4.910	67	4.930	4.760
[15:52:09] 	4.900	+0.180	+3.8	13	4.900	4.910	72	4.930	4.760
[15:53:30] 	4.900	+0.180	+3.8	5	4.900	4.910	80	4.930	4.760
[15:54:37] 	4.900	+0.180	+3.8	44	4.890	4.900	18	4.930	4.760
[15:55:55] 	4.900	+0.180	+3.8	44	4.890	4.900	29	4.930	4.760
[15:56:59] 	4.890	+0.170	+3.6	32	4.890	4.900	38	4.930	4.760
[15:58:07] 	4.900	+0.180	+3.8	35	4.890	4.900	14	4.930	4.760
[15:59:20] 	4.900	+0.180	+3.8	5	4.900	4.910	74	4.930	4.760
[16:00:23] 	4.890	+0.170	+3.6	2	4.900	4.910	65	4.930	4.760
[16:01:47] 	4.900	+0.180	+3.8	8	4.900	4.910	69	4.930	4.760
[16:03:16] 	4.880	+0.160	+3.4	16	4.880	4.890	30	4.930	4.760
[16:04:22] 	4.880	+0.160	+3.4	20	4.870	4.880	16	4.930	4.760
[16:05:25] 	4.880	+0.160	+3.4	20	4.870	4.880	17	4.930	4.760
