Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:51:08] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:52:12] 	4.970	-	-	310	4.960	4.970	482	5.000	4.950
[09:53:28] 	4.970	-	-	310	4.960	4.970	499	5.000	4.950
[09:54:40] 	4.960	-0.010	-0.2	303	4.950	4.960	56	5.000	4.950
[09:57:07] 	4.960	-0.010	-0.2	376	4.950	4.960	76	5.000	4.950
[09:58:29] 	4.950	-0.020	-0.4	381	4.950	4.960	73	5.000	4.950
[09:59:57] 	4.960	-0.010	-0.2	392	4.950	4.960	75	5.000	4.950
[10:41:30] 	4.980	+0.010	+0.2	301	4.970	4.980	241	5.000	4.950
[10:42:39] 	4.980	+0.010	+0.2	347	4.970	4.980	203	5.000	4.950
[10:43:48] 	4.980	+0.010	+0.2	350	4.970	4.980	112	5.000	4.950
[10:44:55] 	4.980	+0.010	+0.2	303	4.970	4.980	123	5.000	4.950
[10:46:19] 	4.980	+0.010	+0.2	227	4.970	4.980	147	5.000	4.950
[10:47:25] 	4.980	+0.010	+0.2	328	4.970	4.980	178	5.000	4.950
[10:48:43] 	4.980	+0.010	+0.2	326	4.970	4.980	182	5.000	4.950
[10:50:08] 	4.980	+0.010	+0.2	298	4.970	4.980	165	5.000	4.950
[10:51:15] 	4.980	+0.010	+0.2	298	4.970	4.980	163	5.000	4.950
[10:52:29] 	4.980	+0.010	+0.2	303	4.970	4.980	176	5.000	4.950
[10:54:03] 	4.980	+0.010	+0.2	30	4.970	4.980	180	5.000	4.950
[10:55:11] 	4.960	-0.010	-0.2	884	4.960	4.970	162	5.000	4.950
[10:56:20] 	4.960	-0.010	-0.2	884	4.960	4.970	179	5.000	4.950
[10:57:26] 	4.960	-0.010	-0.2	943	4.960	4.970	180	5.000	4.950
[10:58:40] 	4.970	-	-	947	4.960	4.970	173	5.000	4.950
[10:59:46] 	4.970	-	-	952	4.960	4.970	173	5.000	4.950
[11:00:51] 	4.970	-	-	967	4.960	4.970	221	5.000	4.950
[11:02:05] 	4.970	-	-	891	4.960	4.970	202	5.000	4.950
[11:03:34] 	4.970	-	-	1,041	4.960	4.970	194	5.000	4.950
[11:04:41] 	4.960	-0.010	-0.2	751	4.960	4.970	225	5.000	4.950
[11:05:56] 	4.960	-0.010	-0.2	716	4.960	4.970	204	5.000	4.950
[11:07:00] 	4.960	-0.010	-0.2	122	4.960	4.970	39	5.000	4.950
[11:08:11] 	4.970	-	-	65	4.960	4.970	32	5.000	4.950
[11:09:21] 	4.970	-	-	107	4.960	4.970	46	5.000	4.950
[11:10:26] 	4.970	-	-	113	4.960	4.970	22	5.000	4.950
[11:11:41] 	4.960	-0.010	-0.2	405	4.950	4.960	15	5.000	4.950
[11:12:50] 	4.960	-0.010	-0.2	45	4.960	4.970	26	5.000	4.950
[11:13:57] 	4.970	-	-	60	4.960	4.970	30	5.000	4.950
[11:15:17] 	4.970	-	-	14	4.970	4.980	97	5.000	4.950
[11:16:25] 	4.970	-	-	26	4.970	4.980	101	5.000	4.950
[11:17:22] 	4.970	-	-	29	4.970	4.980	90	5.000	4.950
[11:18:23] 	4.970	-	-	34	4.970	4.980	101	5.000	4.950
[11:19:28] 	4.970	-	-	43	4.970	4.980	105	5.000	4.950
[11:20:50] 	4.970	-	-	49	4.970	4.980	105	5.000	4.950
[11:22:03] 	4.970	-	-	48	4.970	4.980	102	5.000	4.950
[11:23:12] 	4.970	-	-	10	4.970	4.980	79	5.000	4.950
[11:24:07] 	4.970	-	-	90	4.960	4.970	7	5.000	4.950
[11:26:25] 	4.970	-	-	65	4.960	4.970	8	5.000	4.950
[11:27:49] 	4.970	-	-	66	4.960	4.970	21	5.000	4.950
[11:28:56] 	4.970	-	-	70	4.960	4.970	23	5.000	4.950
[11:30:36] 	4.970	-	-	77	4.960	4.970	11	5.000	4.950
[11:31:42] 	4.970	-	-	86	4.960	4.970	12	5.000	4.950
[11:32:46] 	4.970	-	-	81	4.960	4.970	144	5.000	4.950
[11:33:51] 	4.950	-0.020	-0.4	439	4.950	4.960	150	5.000	4.950
[11:34:38] 	4.960	-0.010	-0.2	433	4.950	4.960	27	5.000	4.950
[11:35:12] 	4.960	-0.010	-0.2	22	4.960	4.970	139	5.000	4.950
[11:36:07] 	4.960	-0.010	-0.2	41	4.960	4.970	149	5.000	4.950
[11:39:20] 	4.970	-	-	89	4.960	4.970	210	5.000	4.950
[11:40:44] 	4.970	-	-	83	4.960	4.970	210	5.000	4.950
[11:41:54] 	4.970	-	-	103	4.960	4.970	211	5.000	4.950
[11:43:02] 	4.960	-0.010	-0.2	113	4.960	4.970	199	5.000	4.950
[11:45:02] 	4.970	-	-	115	4.960	4.970	198	5.000	4.950
[11:46:08] 	4.970	-	-	123	4.960	4.970	192	5.000	4.950
