Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:34:28] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:40:41] 	4.300	-0.180	-4.0	38	4.290	4.300	53	4.420	4.260
[10:42:01] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:42:37] 	4.290	-0.190	-4.2	98	4.280	4.290	41	4.420	4.260
[10:44:12] 	4.290	-0.190	-4.2	104	4.280	4.290	38	4.420	4.260
[10:44:42] 	4.290	-0.190	-4.2	92	4.280	4.290	60	4.420	4.260
[10:45:55] 	4.290	-0.190	-4.2	97	4.280	4.290	61	4.420	4.260
[10:46:57] 	4.290	-0.190	-4.2	97	4.280	4.290	51	4.420	4.260
[10:47:48] 	4.290	-0.190	-4.2	100	4.280	4.290	60	4.420	4.260
[10:48:41] 	4.290	-0.190	-4.2	101	4.280	4.290	23	4.420	4.260
[10:49:42] 	4.290	-0.190	-4.2	108	4.280	4.290	45	4.420	4.260
[10:50:51] 	4.280	-0.200	-4.5	141	4.270	4.280	52	4.420	4.260
[10:51:53] 	4.280	-0.200	-4.5	97	4.270	4.280	46	4.420	4.260
[10:52:51] 	4.280	-0.200	-4.5	102	4.270	4.280	66	4.420	4.260
[10:53:48] 	4.270	-0.210	-4.7	95	4.270	4.280	63	4.420	4.260
[10:54:47] 	4.280	-0.200	-4.5	103	4.270	4.280	70	4.420	4.260
[10:56:22] 	4.280	-0.200	-4.5	88	4.270	4.280	77	4.420	4.260
[10:57:28] 	4.270	-0.210	-4.7	5	4.270	4.280	108	4.420	4.260
[10:58:33] 	4.270	-0.210	-4.7	80	4.260	4.270	36	4.420	4.260
[10:59:31] 	4.280	-0.200	-4.5	1	4.280	4.290	4	4.420	4.260
[11:00:07] 	4.280	-0.200	-4.5	5	4.280	4.290	5	4.420	4.260
[11:00:53] 	4.290	-0.190	-4.2	12	4.280	4.290	31	4.420	4.260
[11:01:57] 	4.290	-0.190	-4.2	18	4.280	4.290	27	4.420	4.260
[11:03:10] 	4.290	-0.190	-4.2	9	4.290	4.300	96	4.420	4.260
[11:04:25] 	4.300	-0.180	-4.0	49	4.290	4.300	95	4.420	4.260
[11:05:23] 	4.290	-0.190	-4.2	5	4.290	4.300	98	4.420	4.260
[11:06:26] 	4.290	-0.190	-4.2	33	4.290	4.300	113	4.420	4.260
[11:07:30] 	4.300	-0.180	-4.0	25	4.290	4.300	93	4.420	4.260
[11:08:01] 	4.290	-0.190	-4.2	35	4.290	4.300	107	4.420	4.260
[11:09:03] 	4.290	-0.190	-4.2	30	4.290	4.300	121	4.420	4.260
[11:09:51] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:10:38] 	4.290	-0.190	-4.2	33	4.290	4.300	128	4.420	4.260
[11:11:00] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:11:29] 	4.290	-0.190	-4.2	33	4.290	4.300	128	4.420	4.260
[11:11:50] 	4.290	-0.190	-4.2	9	4.290	4.300	112	4.420	4.260
[11:12:54] 	4.290	-0.190	-4.2	67	4.280	4.290	12	4.420	4.260
[11:13:39] 	4.290	-0.190	-4.2	67	4.280	4.290	15	4.420	4.260
[11:14:44] 	4.290	-0.190	-4.2	31	4.290	4.300	112	4.420	4.260
[11:15:51] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:16:49] 	4.290	-0.190	-4.2	63	4.280	4.290	16	4.420	4.260
[11:17:54] 	4.290	-0.190	-4.2	64	4.280	4.290	16	4.420	4.260
[11:19:12] 	4.290	-0.190	-4.2	6	4.290	4.300	86	4.420	4.260
[11:20:18] 	4.300	-0.180	-4.0	18	4.290	4.300	93	4.420	4.260
[11:21:33] 	4.300	-0.180	-4.0	23	4.290	4.300	77	4.420	4.260
[11:23:28] 	4.300	-0.180	-4.0	15	4.290	4.300	74	4.420	4.260
[11:24:37] 	4.290	-0.190	-4.2	6	4.290	4.300	83	4.420	4.260
[11:25:43] 	4.280	-0.200	-4.5	39	4.280	4.290	36	4.420	4.260
[11:26:49] 	4.290	-0.190	-4.2	92	4.270	4.290	19	4.420	4.260
[11:28:01] 	4.280	-0.200	-4.5	5	4.280	4.290	22	4.420	4.260
[11:29:07] 	4.280	-0.200	-4.5	5	4.280	4.290	21	4.420	4.260
[11:30:22] 	4.280	-0.200	-4.5	14	4.280	4.290	21	4.420	4.260
[11:31:25] 	4.270	-0.210	-4.7	89	4.270	4.280	44	4.420	4.260
[11:32:28] 	4.270	-0.210	-4.7	130	4.260	4.270	67	4.420	4.260
[11:33:31] 	4.270	-0.210	-4.7	133	4.260	4.270	65	4.420	4.260
[11:34:33] 	4.270	-0.210	-4.7	137	4.260	4.270	54	4.420	4.260
[11:35:41] 	4.270	-0.210	-4.7	148	4.260	4.270	67	4.420	4.260
[11:36:43] 	4.260	-0.220	-4.9	133	4.260	4.270	32	4.420	4.260
[11:37:46] 	4.270	-0.210	-4.7	139	4.260	4.270	55	4.420	4.260
[11:39:08] 	4.270	-0.210	-4.7	136	4.260	4.270	14	4.420	4.260
[11:40:11] 	4.270	-0.210	-4.7	140	4.260	4.270	37	4.420	4.260
[11:41:34] 	4.270	-0.210	-4.7	148	4.260	4.270	35	4.420	4.260
[11:43:04] 	4.270	-0.210	-4.7	156	4.260	4.270	69	4.420	4.260
[11:44:06] 	4.270	-0.210	-4.7	161	4.260	4.270	67	4.420	4.260
[11:45:18] 	4.260	-0.220	-4.9	146	4.260	4.270	41	4.420	4.260
