Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:15:12] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:19:01] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[16:55:41] 	6.85	-0.22	-3.111	163	6.84	6.85	13	7.1	6.84
[16:56:13] 	6.85	-0.22	-3.111	32	6.84	6.85	3	7.1	6.84
[16:56:50] 	6.85	-0.22	-3.111	24	6.85	6.86	57	7.1	6.84
[16:57:23] 	6.86	-0.21	-2.97	23	6.85	6.86	8	7.1	6.84
[16:58:17] 	6.86	-0.21	-2.97	1	6.86	6.86	26	7.1	6.84
[16:58:51] 	6.86	-0.21	-2.97	32	7.1	6.16	14	7.1	6.84
[16:59:24] 	6.86	-0.21	-2.97	20	7.13	5.86	17	7.1	6.84
[17:03:08] 	6.86	-0.21	-2.97	20	7.13	5.86	17	7.1	6.84
[17:05:36] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[17:09:05] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[17:11:18] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[17:26:10] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[17:36:52] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[17:38:28] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[17:38:48] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[17:39:07] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[18:01:34] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[18:04:22] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[18:07:02] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[18:19:52] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[18:20:07] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[18:26:32] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[18:27:38] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[18:28:37] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[18:30:11] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[18:31:45] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[18:33:35] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[18:43:53] 	6.85	-0.22	-3.111	41	6.84	6.85	17	7.1	6.84
[10:41:44] 	6.7	-0.15	-2.189	20	6.7	6.71	96	6.76	6.68
