Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:13:35] 	5.030	+0.030	+0.6	45	5.000	5.030	5	5.070	4.990
[10:14:45] 	5.040	+0.040	+0.8	28	5.020	5.040	37	5.070	4.990
[10:15:47] 	5.030	+0.030	+0.6	21	5.020	5.040	3	5.070	4.990
[10:16:44] 	5.040	+0.040	+0.8	3	5.040	5.050	52	5.070	4.990
[10:17:47] 	5.040	+0.040	+0.8	34	5.040	5.050	55	5.070	4.990
[10:18:18] 	5.050	+0.050	+1.0	34	5.050	5.060	99	5.070	4.990
[10:19:19] 	5.050	+0.050	+1.0	12	5.050	5.060	100	5.070	4.990
[10:20:21] 	5.050	+0.050	+1.0	40	5.040	5.050	13	5.070	4.990
[10:21:23] 	5.050	+0.050	+1.0	32	5.040	5.050	12	5.070	4.990
[10:23:18] 	5.050	+0.050	+1.0	34	5.040	5.050	6	5.070	4.990
[10:24:45] 	5.050	+0.050	+1.0	48	5.040	5.050	24	5.070	4.990
[10:25:48] 	5.050	+0.050	+1.0	45	5.040	5.050	19	5.070	4.990
[10:26:50] 	5.050	+0.050	+1.0	44	5.040	5.050	18	5.070	4.990
[10:29:24] 	5.060	+0.060	+1.2	36	5.040	5.060	105	5.070	4.990
[10:30:27] 	5.050	+0.050	+1.0	44	5.040	5.050	38	5.070	4.990
[10:31:30] 	5.050	+0.050	+1.0	32	5.040	5.050	38	5.070	4.990
[10:32:42] 	5.050	+0.050	+1.0	25	5.050	5.060	73	5.070	4.990
[10:33:56] 	5.060	+0.060	+1.2	2	5.060	5.070	128	5.070	4.990
[10:34:58] 	5.060	+0.060	+1.2	64	5.060	5.070	89	5.070	4.990
[10:36:12] 	5.070	+0.070	+1.4	110	5.060	5.070	22	5.080	4.990
[10:37:25] 	5.060	+0.060	+1.2	103	5.050	5.060	38	5.080	4.990
[10:38:27] 	5.050	+0.050	+1.0	34	5.050	5.060	73	5.080	4.990
[10:44:57] 	5.050	+0.050	+1.0	16	5.050	5.060	46	5.080	4.990
[10:56:06] 	5.030	+0.030	+0.6	62	5.030	5.040	34	5.080	4.990
[10:56:27] 	5.030	+0.030	+0.6	68	5.030	5.040	54	5.080	4.990
[11:02:40] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:02:54] 	5.040	+0.040	+0.8	70	5.030	5.040	33	5.080	4.990
[11:04:03] 	5.040	+0.040	+0.8	70	5.030	5.040	43	5.080	4.990
[11:05:05] 	5.040	+0.040	+0.8	80	5.030	5.040	43	5.080	4.990
[11:06:19] 	5.030	+0.030	+0.6	89	5.030	5.040	47	5.080	4.990
[11:07:22] 	5.040	+0.040	+0.8	170	5.040	5.050	18	5.080	4.990
[11:08:39] 	5.050	+0.050	+1.0	67	5.040	5.050	28	5.080	4.990
[11:09:41] 	5.050	+0.050	+1.0	76	5.040	5.050	28	5.080	4.990
[11:10:43] 	5.050	+0.050	+1.0	77	5.040	5.050	19	5.080	4.990
[11:11:38] 	5.050	+0.050	+1.0	77	5.040	5.050	10	5.080	4.990
[11:12:37] 	5.050	+0.050	+1.0	81	5.040	5.050	19	5.080	4.990
[11:13:33] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:13:54] 	5.060	+0.060	+1.2	82	5.050	5.060	7	5.080	4.990
[11:14:46] 	5.060	+0.060	+1.2	76	5.050	5.060	10	5.080	4.990
[11:15:49] 	5.050	+0.050	+1.0	8	5.050	5.060	22	5.080	4.990
[11:17:02] 	5.050	+0.050	+1.0	9	5.050	5.060	26	5.080	4.990
[11:18:05] 	5.060	+0.060	+1.2	14	5.050	5.060	17	5.080	4.990
[11:19:12] 	5.060	+0.060	+1.2	19	5.050	5.060	36	5.080	4.990
[11:20:21] 	5.060	+0.060	+1.2	21	5.050	5.060	44	5.080	4.990
[11:21:24] 	5.050	+0.050	+1.0	5	5.040	5.050	5	5.080	4.990
[11:23:37] 	5.040	+0.040	+0.8	27	5.030	5.040	27	5.080	4.990
[11:24:44] 	5.030	+0.030	+0.6	26	5.030	5.040	81	5.080	4.990
[11:25:49] 	5.030	+0.030	+0.6	3	5.030	5.040	57	5.080	4.990
[11:26:52] 	5.040	+0.040	+0.8	11	5.030	5.040	11	5.080	4.990
[11:27:59] 	5.040	+0.040	+0.8	10	5.040	5.050	5	5.080	4.990
[11:29:58] 	5.040	+0.040	+0.8	11	5.040	5.050	25	5.080	4.990
[11:30:29] 	5.050	+0.050	+1.0	7	5.040	5.050	24	5.080	4.990
[11:32:04] 	5.050	+0.050	+1.0	10	5.040	5.050	25	5.080	4.990
[11:33:06] 	5.040	+0.040	+0.8	25	5.040	5.050	4	5.080	4.990
[11:34:35] 	5.060	+0.060	+1.2	17	5.050	5.060	38	5.080	4.990
[11:35:43] 	5.060	+0.060	+1.2	17	5.050	5.060	47	5.080	4.990
[11:36:18] 	5.050	+0.050	+1.0	10	5.050	5.060	47	5.080	4.990
[11:37:22] 	5.050	+0.050	+1.0	10	5.050	5.060	58	5.080	4.990
[11:38:28] 	5.050	+0.050	+1.0	21	5.040	5.050	2	5.080	4.990
[11:39:25] 	5.050	+0.050	+1.0	6	5.050	5.060	47	5.080	4.990
[11:40:32] 	5.050	+0.050	+1.0	2	5.050	5.060	57	5.080	4.990
[11:41:34] 	5.050	+0.050	+1.0	23	5.040	5.050	19	5.080	4.990
[11:42:37] 	5.050	+0.050	+1.0	26	5.040	5.050	19	5.080	4.990
[11:43:39] 	5.050	+0.050	+1.0	2	5.050	5.060	38	5.080	4.990
[11:44:59] 	5.050	+0.050	+1.0	18	5.040	5.050	3	5.080	4.990
[11:46:06] 	5.050	+0.050	+1.0	22	5.040	5.050	4	5.080	4.990
[11:47:08] 	5.050	+0.050	+1.0	22	5.040	5.050	24	5.080	4.990
[11:48:11] 	5.050	+0.050	+1.0	17	5.040	5.050	37	5.080	4.990
[11:49:13] 	5.040	+0.040	+0.8	14	5.040	5.050	33	5.080	4.990
[11:50:15] 	5.040	+0.040	+0.8	21	5.030	5.040	22	5.080	4.990
[11:51:38] 	5.040	+0.040	+0.8	4	5.040	5.050	21	5.080	4.990
[11:53:45] 	5.040	+0.040	+0.8	2	5.040	5.050	28	5.080	4.990
[11:55:09] 	5.050	+0.050	+1.0	2	5.040	5.050	39	5.080	4.990
[11:55:57] 	5.050	+0.050	+1.0	5	5.040	5.050	39	5.080	4.990
[11:56:45] 	5.050	+0.050	+1.0	6	5.040	5.050	33	5.080	4.990
[11:57:55] 	5.050	+0.050	+1.0	6	5.040	5.050	42	5.080	4.990
[11:59:06] 	5.050	+0.050	+1.0	7	5.040	5.050	42	5.080	4.990
[12:00:22] 	5.050	+0.050	+1.0	9	5.040	5.050	51	5.080	4.990
[12:01:36] 	5.050	+0.050	+1.0	9	5.040	5.050	50	5.080	4.990
[12:02:46] 	5.050	+0.050	+1.0	11	5.040	5.050	58	5.080	4.990
[12:03:48] 	5.030	+0.030	+0.6	12	5.030	5.040	20	5.080	4.990
[12:05:01] 	5.030	+0.030	+0.6	28	5.020	5.040	11	5.080	4.990
[12:06:08] 	5.030	+0.030	+0.6	1	5.030	5.040	21	5.080	4.990
[12:07:17] 	5.040	+0.040	+0.8	1	5.030	5.040	28	5.080	4.990
[12:08:30] 	5.030	+0.030	+0.6	2	5.030	5.040	37	5.080	4.990
[12:09:36] 	5.030	+0.030	+0.6	4	5.030	5.040	37	5.080	4.990
[12:10:40] 	5.030	+0.030	+0.6	7	5.030	5.040	28	5.080	4.990
[12:11:45] 	5.020	+0.020	+0.4	17	5.020	5.030	49	5.080	4.990
[12:12:59] 	5.010	+0.010	+0.2	106	5.000	5.010	8	5.080	4.990
[12:14:02] 	5.000	-	-	28	5.000	5.010	39	5.080	4.990
[12:15:17] 	5.000	-	-	39	4.990	5.000	18	5.080	4.990
[12:16:10] 	4.990	-0.010	-0.2	30	4.990	5.000	14	5.080	4.990
[12:16:48] 	5.000	-	-	15	5.000	5.010	17	5.080	4.990
[12:17:24] 	5.010	+0.010	+0.2	12	5.000	5.010	17	5.080	4.990
[12:19:40] 	5.000	-	-	6	5.000	5.010	17	5.080	4.990
[12:20:19] 	5.000	-	-	37	4.990	5.000	20	5.080	4.990
[12:43:38] 	5.000	-	-	2	5.000	5.000	13	5.080	4.990
[12:43:43] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:43:54] 	5.000	-	-	2	5.000	5.000	13	5.080	4.990
[13:03:02] 	5.000	-	-	2	5.100	4.900	1	5.080	4.990
[13:03:07] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:20:39] 	5.000	-	-	2	5.100	4.900	1	5.080	4.990
[13:20:59] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:21:06] 	5.000	-	-	2	5.100	4.900	1	5.080	4.990
[13:21:31] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:21:42] 	5.000	-	-	2	5.100	4.900	1	5.080	4.990
[13:26:12] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:26:28] 	5.000	-	-	2	5.100	4.900	1	5.080	4.990
[13:29:16] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:29:32] 	5.000	-	-	2	5.100	4.900	1	5.080	4.990
[13:32:30] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:32:55] 	5.000	-	-	2	5.100	4.900	1	5.080	4.990
[13:42:55] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:43:15] 	5.000	-	-	2	5.100	4.900	1	5.080	4.990
[13:44:07] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:44:20] 	5.000	-	-	2	5.100	4.900	1	5.080	4.990
[13:49:59] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:50:11] 	5.000	-	-	2	5.100	4.900	1	5.080	4.990
