Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:08:29] 	6.350	-0.150	-2.3	21	6.350	6.370	21	6.570	6.280
[10:09:53] 	6.360	-0.140	-2.2	7	6.360	6.370	12	6.570	6.280
[10:10:49] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:12:26] 	6.360	-0.140	-2.2	2	6.360	6.370	42	6.570	6.280
[10:13:48] 	6.350	-0.150	-2.3	22	6.350	6.360	23	6.570	6.280
[10:15:10] 	6.340	-0.160	-2.5	1	6.340	6.350	27	6.570	6.280
[10:16:51] 	6.340	-0.160	-2.5	11	6.340	6.350	9	6.570	6.280
[10:18:14] 	6.350	-0.150	-2.3	12	6.340	6.350	3	6.570	6.280
[10:19:25] 	6.350	-0.150	-2.3	24	6.350	6.360	6	6.570	6.280
[10:20:49] 	6.360	-0.140	-2.2	14	6.360	6.370	20	6.570	6.280
[10:22:15] 	6.360	-0.140	-2.2	13	6.360	6.370	24	6.570	6.280
[10:23:36] 	6.350	-0.150	-2.3	17	6.350	6.360	114	6.570	6.280
[10:24:52] 	6.350	-0.150	-2.3	12	6.350	6.360	128	6.570	6.280
[10:26:08] 	6.360	-0.140	-2.2	6	6.360	6.370	5	6.570	6.280
[10:27:38] 	6.370	-0.130	-2.0	8	6.370	6.380	21	6.570	6.280
[10:28:54] 	6.370	-0.130	-2.0	17	6.370	6.380	25	6.570	6.280
[10:30:14] 	6.400	-0.100	-1.5	10	6.400	6.410	2	6.570	6.280
[10:31:48] 	6.430	-0.070	-1.1	4	6.410	6.430	31	6.570	6.280
[10:33:23] 	6.400	-0.100	-1.5	13	6.400	6.410	13	6.570	6.280
[10:34:45] 	6.400	-0.100	-1.5	8	6.400	6.410	13	6.570	6.280
[10:36:09] 	6.400	-0.100	-1.5	13	6.390	6.400	8	6.570	6.280
[10:37:35] 	6.400	-0.100	-1.5	13	6.400	6.410	10	6.570	6.280
[10:39:28] 	6.390	-0.110	-1.7	10	6.380	6.400	59	6.570	6.280
[10:40:47] 	6.390	-0.110	-1.7	17	6.380	6.390	16	6.570	6.280
[10:42:13] 	6.390	-0.110	-1.7	20	6.380	6.390	18	6.570	6.280
[10:43:34] 	6.380	-0.120	-1.8	14	6.380	6.390	18	6.570	6.280
[10:44:53] 	6.380	-0.120	-1.8	4	6.380	6.390	18	6.570	6.280
[10:46:05] 	6.390	-0.110	-1.7	11	6.380	6.390	17	6.570	6.280
[10:47:24] 	6.390	-0.110	-1.7	23	6.380	6.390	15	6.570	6.280
[10:48:51] 	6.400	-0.100	-1.5	34	6.390	6.400	3	6.570	6.280
[10:50:00] 	6.420	-0.080	-1.2	45	6.410	6.420	2	6.570	6.280
[10:50:56] 	6.430	-0.070	-1.1	9	6.430	6.440	4	6.570	6.280
[10:52:16] 	6.450	-0.050	-0.8	3	6.440	6.450	2	6.570	6.280
[10:54:19] 	6.450	-0.050	-0.8	30	6.460	6.470	16	6.570	6.280
[10:55:57] 	6.470	-0.030	-0.5	21	6.460	6.480	11	6.570	6.280
[10:57:20] 	6.480	-0.020	-0.3	1	6.470	6.480	6	6.570	6.280
[10:59:06] 	6.470	-0.030	-0.5	2	6.460	6.470	7	6.570	6.280
