Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:42:18] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:42:51] 	3.150	-	-	5	3.140	3.150	12	3.150	3.150
[09:43:21] 	3.150	-	-	5	3.140	3.150	12	3.150	3.150
[09:43:51] 	3.150	-	-	5	3.140	3.150	12	3.150	3.150
[09:44:22] 	3.150	-	-	5	3.140	3.150	12	3.150	3.150
[09:44:52] 	3.150	-	-	5	3.140	3.150	12	3.150	3.150
[09:45:22] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:45:53] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:46:23] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:46:53] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:47:24] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:47:54] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:48:24] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:48:55] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:49:25] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:49:56] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:50:27] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:50:58] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:51:29] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:51:59] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:52:30] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:53:00] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:53:31] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:54:02] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:54:32] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:55:02] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:55:33] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:56:03] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:56:33] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:57:04] 	3.150	-	-	5	3.140	3.150	15	3.150	3.150
[09:57:34] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[09:58:05] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[09:58:36] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[09:59:06] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[09:59:36] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:00:07] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:00:37] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:01:08] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:01:38] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:02:09] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:02:39] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:03:10] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:03:40] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:04:10] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:04:41] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:05:11] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:05:41] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:06:11] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:06:42] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:07:12] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:07:42] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:08:13] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:08:43] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:09:13] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:09:43] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:10:14] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:10:44] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:11:14] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:11:45] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:12:15] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:12:45] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:13:16] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:13:46] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:14:17] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:14:47] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:15:17] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:15:48] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:16:18] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:16:48] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:17:19] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:17:49] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:18:19] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:18:49] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:19:20] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:19:50] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:20:21] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:20:51] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:21:21] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:21:52] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:22:22] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:22:53] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:23:23] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:23:53] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:24:23] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:24:54] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:25:24] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:25:54] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:26:25] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:26:55] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:27:26] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:27:56] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:28:26] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:28:56] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:29:27] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:29:57] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:30:27] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:30:58] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:31:28] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:31:59] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:32:29] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:33:00] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:33:30] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:34:01] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:34:31] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:35:01] 	3.150	-	-	5	3.140	3.150	18	3.150	3.150
[10:35:32] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:36:02] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:36:32] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:37:03] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:37:33] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:38:04] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:38:34] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:39:05] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:39:35] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:40:05] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:40:36] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:41:06] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:41:37] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:42:07] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:42:37] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:43:08] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:43:38] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:44:08] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:44:39] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:45:09] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:45:39] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:46:10] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:46:40] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:47:11] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:47:41] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:48:11] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:48:42] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:49:12] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:49:42] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:50:13] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:50:43] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:51:13] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:51:44] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:52:14] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:52:44] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:53:14] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:53:45] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:54:15] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:54:45] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:55:16] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:55:46] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:56:16] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
[10:56:47] 	3.150	-	-	5	3.140	3.150	4	3.150	3.150
