Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:44:02] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:55:03] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:31:47] 	-	-	-	15	7.700	7.820	13	-	-
[10:41:38] 	-	-	-	15	7.720	7.840	13	-	-
[10:42:27] 	-	-	-	15	7.710	7.830	13	-	-
[10:43:38] 	-	-	-	15	7.720	7.840	13	-	-
[10:46:30] 	-	-	-	15	7.710	7.830	13	-	-
[10:47:33] 	-	-	-	15	7.720	7.840	13	-	-
[10:48:39] 	-	-	-	15	7.730	7.850	13	-	-
[10:55:17] 	-	-	-	15	7.740	-	-	-	-
[10:56:20] 	-	-	-	15	7.730	7.850	13	-	-
[16:11:22] 	7.720	-0.120	-1.5	45	7.720	7.740	55	7.740	7.720
[16:12:44] 	7.720	-0.120	-1.5	45	7.710	7.730	55	7.740	7.720
[16:13:47] 	7.720	-0.120	-1.5	45	7.700	7.720	55	7.740	7.720
[16:14:49] 	7.720	-0.120	-1.5	45	7.690	7.710	55	7.740	7.720
[16:20:09] 	7.720	-0.120	-1.5	45	7.700	7.720	55	7.740	7.720
[16:21:12] 	7.720	-0.120	-1.5	45	7.690	7.710	55	7.740	7.720
