Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:06:13] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:06:37] 	-	-	-	30	8.710	8.840	15	-	-
[10:10:16] 	-	-	-	30	8.720	8.850	15	-	-
[10:11:17] 	-	-	-	30	8.710	8.840	15	-	-
[10:12:19] 	-	-	-	30	8.720	8.840	15	-	-
[10:13:01] 	-	-	-	30	7.870	-	-	-	-
[10:14:09] 	-	-	-	30	7.880	-	-	-	-
[10:18:40] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:19:07] 	-	-	-	30	7.890	-	-	-	-
[10:23:20] 	-	-	-	30	8.750	8.880	15	-	-
[10:24:24] 	-	-	-	30	8.740	8.870	15	-	-
[10:26:06] 	-	-	-	30	8.730	8.860	15	-	-
[10:27:14] 	-	-	-	30	8.720	8.850	15	-	-
[10:33:08] 	-	-	-	30	8.730	8.860	15	-	-
[10:35:13] 	-	-	-	15	8.720	8.860	15	-	-
[10:36:15] 	-	-	-	30	8.730	8.860	15	-	-
[10:43:19] 	-	-	-	30	8.720	8.850	15	-	-
[10:47:08] 	-	-	-	-	-	-	-	-	-
[10:48:13] 	-	-	-	30	8.720	8.850	15	-	-
[10:51:48] 	-	-	-	30	8.760	8.860	15	-	-
[10:53:03] 	-	-	-	30	8.750	8.850	15	-	-
[10:58:03] 	-	-	-	13	8.760	8.870	15	-	-
[11:02:52] 	-	-	-	30	8.770	8.870	15	-	-
[11:06:15] 	-	-	-	13	8.770	8.880	15	-	-
[11:07:18] 	-	-	-	30	8.770	8.870	15	-	-
[11:12:08] 	-	-	-	30	8.780	8.880	15	-	-
[11:18:55] 	-	-	-	30	8.780	8.870	15	-	-
[11:20:03] 	-	-	-	30	8.770	8.870	15	-	-
[11:25:34] 	-	-	-	13	8.760	8.870	15	-	-
[11:31:07] 	-	-	-	30	8.730	8.830	15	-	-
[11:33:09] 	-	-	-	30	8.690	8.820	15	-	-
[11:34:31] 	-	-	-	30	8.720	8.820	15	-	-
[11:40:47] 	-	-	-	30	8.700	8.800	15	-	-
[11:42:24] 	-	-	-	13	8.760	8.870	15	-	-
[11:43:21] 	-	-	-	13	8.740	8.850	15	-	-
[11:44:49] 	-	-	-	30	8.730	8.830	15	-	-
[11:45:58] 	-	-	-	30	8.750	8.850	15	-	-
[11:47:21] 	-	-	-	30	8.740	8.840	15	-	-
[11:48:28] 	-	-	-	30	8.730	8.830	15	-	-
[11:49:21] 	-	-	-	30	8.740	8.840	15	-	-
[11:50:29] 	-	-	-	13	8.710	8.820	15	-	-
[11:51:23] 	-	-	-	30	8.710	8.810	15	-	-
[14:00:06] 	-	-	-	45	8.840	8.870	55	-	-
[14:01:09] 	-	-	-	45	8.850	8.880	55	-	-
[14:02:20] 	-	-	-	45	8.870	8.900	55	-	-
[14:03:23] 	-	-	-	45	8.880	8.910	55	-	-
[14:07:00] 	-	-	-	45	8.890	8.920	56	-	-
[14:08:08] 	-	-	-	45	8.900	8.920	1	-	-
[14:09:33] 	-	-	-	45	8.890	8.920	56	-	-
[14:11:49] 	-	-	-	45	8.880	8.910	55	-	-
[14:12:59] 	-	-	-	45	8.890	8.920	56	-	-
[14:14:13] 	-	-	-	45	8.880	8.910	55	-	-
[14:15:15] 	-	-	-	45	8.890	8.920	56	-	-
[14:17:10] 	-	-	-	45	8.880	8.910	55	-	-
[14:19:25] 	-	-	-	45	8.900	8.920	1	-	-
[14:21:12] 	-	-	-	45	8.890	8.920	56	-	-
[14:22:53] 	-	-	-	45	8.900	8.920	1	-	-
[14:23:31] 	-	-	-	45	8.910	8.920	1	-	-
[14:24:34] 	8.920	-	-	45	8.910	8.950	60	8.920	8.920
[14:25:41] 	8.920	-	-	45	8.920	8.950	55	8.920	8.920
[14:28:45] 	8.920	-	-	45	8.910	8.940	55	8.920	8.920
[14:30:24] 	8.920	-	-	45	8.900	8.930	55	8.920	8.920
[14:31:17] 	8.920	-	-	45	8.890	8.920	55	8.920	8.920
[14:32:35] 	8.920	-	-	45	8.880	8.910	55	8.920	8.920
[14:35:12] 	8.920	-	-	45	8.890	8.920	55	8.920	8.920
[14:36:24] 	8.920	-	-	45	8.880	8.910	55	8.920	8.920
[14:37:33] 	8.920	-	-	45	8.870	8.900	55	8.920	8.920
[14:39:09] 	8.920	-	-	45	8.850	8.880	55	8.920	8.920
[14:41:20] 	8.920	-	-	45	8.860	8.890	55	8.920	8.920
[14:43:10] 	8.920	-	-	45	8.850	8.880	55	8.920	8.920
[14:45:58] 	8.920	-	-	45	8.860	8.890	55	8.920	8.920
[14:47:11] 	8.920	-	-	45	8.870	8.890	55	8.920	8.920
[14:48:41] 	8.920	-	-	45	8.870	8.900	55	8.920	8.920
[14:49:48] 	8.920	-	-	45	8.880	8.910	55	8.920	8.920
[14:50:58] 	8.920	-	-	45	8.890	8.920	55	8.920	8.920
[14:52:01] 	8.920	-	-	45	8.880	8.910	55	8.920	8.920
[14:53:11] 	8.920	-	-	45	8.860	8.890	55	8.920	8.920
[14:56:15] 	8.920	-	-	45	8.860	-	-	8.920	8.920
[14:57:27] 	8.920	-	-	45	8.850	8.880	55	8.920	8.920
[15:01:06] 	8.920	-	-	45	8.820	8.850	55	8.920	8.920
[15:02:15] 	8.920	-	-	45	8.830	8.860	55	8.920	8.920
[15:04:32] 	8.920	-	-	45	8.840	8.870	55	8.920	8.920
[15:05:45] 	8.920	-	-	45	8.870	8.900	55	8.920	8.920
[15:06:52] 	8.920	-	-	-	-	-	-	8.920	8.920
[15:08:01] 	8.920	-	-	45	8.840	8.870	55	8.920	8.920
[15:09:18] 	8.920	-	-	45	8.820	8.850	55	8.920	8.920
[15:13:51] 	8.920	-	-	45	8.830	8.860	55	8.920	8.920
[15:15:13] 	8.920	-	-	45	8.820	8.850	55	8.920	8.920
[15:16:29] 	8.920	-	-	45	8.790	8.820	55	8.920	8.920
[15:17:40] 	8.920	-	-	45	8.780	8.810	55	8.920	8.920
[15:18:47] 	8.920	-	-	45	8.770	8.800	55	8.920	8.920
[15:20:19] 	8.920	-	-	45	8.740	8.770	55	8.920	8.920
[15:21:31] 	8.920	-	-	30	7.840	8.770	55	8.920	8.920
[15:22:53] 	8.920	-	-	45	8.760	8.790	55	8.920	8.920
[15:26:20] 	8.920	-	-	45	8.750	8.780	55	8.920	8.920
[15:27:21] 	8.920	-	-	45	8.740	8.770	55	8.920	8.920
[15:29:41] 	8.920	-	-	45	8.720	8.750	55	8.920	8.920
[15:30:45] 	8.920	-	-	45	8.730	8.760	55	8.920	8.920
[15:31:49] 	8.920	-	-	45	8.740	8.770	55	8.920	8.920
[15:32:56] 	8.920	-	-	45	8.750	-	-	8.920	8.920
[15:34:08] 	8.920	-	-	45	8.760	8.790	55	8.920	8.920
[15:35:18] 	8.920	-	-	45	8.780	8.810	55	8.920	8.920
[15:41:35] 	8.920	-	-	45	8.770	8.800	55	8.920	8.920
[15:42:47] 	8.920	-	-	45	8.750	8.780	55	8.920	8.920
[15:43:53] 	8.920	-	-	45	8.760	8.790	55	8.920	8.920
[15:45:03] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:46:35] 	8.920	-	-	45	8.750	8.780	55	8.920	8.920
[15:49:01] 	8.920	-	-	45	8.770	8.800	55	8.920	8.920
[15:50:04] 	8.920	-	-	45	8.760	8.790	55	8.920	8.920
[15:52:08] 	8.920	-	-	45	8.750	8.780	55	8.920	8.920
[15:53:20] 	8.920	-	-	45	8.760	8.790	55	8.920	8.920
[15:55:39] 	8.920	-	-	45	8.770	8.800	55	8.920	8.920
