Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:00:52] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:01:23] 	-	-	-	13	8.290	8.370	13	-	-
[10:10:12] 	-	-	-	30	8.290	8.360	13	-	-
[10:11:40] 	-	-	-	13	8.290	8.370	13	-	-
[10:16:05] 	-	-	-	13	8.280	8.360	13	-	-
[10:17:09] 	-	-	-	13	8.290	8.370	13	-	-
[10:18:16] 	-	-	-	13	8.300	8.380	13	-	-
[10:19:19] 	-	-	-	13	8.270	8.350	13	-	-
[10:20:21] 	-	-	-	13	8.280	8.360	13	-	-
[10:25:14] 	-	-	-	13	8.300	8.380	13	-	-
[10:44:34] 	-	-	-	13	8.290	8.370	13	-	-
[10:51:10] 	-	-	-	13	8.300	8.380	13	-	-
[10:52:12] 	-	-	-	30	8.310	8.380	13	-	-
[11:01:10] 	-	-	-	13	8.290	8.370	13	-	-
[11:02:13] 	-	-	-	13	8.280	8.360	13	-	-
[11:13:58] 	-	-	-	13	8.290	8.360	13	-	-
[11:15:01] 	-	-	-	13	8.290	8.370	13	-	-
[11:20:08] 	-	-	-	13	8.280	8.360	13	-	-
[11:31:31] 	-	-	-	13	8.310	8.390	13	-	-
[11:32:33] 	-	-	-	30	8.300	8.430	15	-	-
[11:33:23] 	-	-	-	30	8.310	8.440	15	-	-
[11:34:24] 	-	-	-	13	8.330	8.410	13	-	-
[11:38:05] 	-	-	-	10	8.350	8.410	13	-	-
[11:51:33] 	-	-	-	10	8.340	8.400	13	-	-
[11:52:34] 	-	-	-	10	8.330	8.390	13	-	-
[11:53:36] 	-	-	-	10	8.350	8.410	13	-	-
[11:54:38] 	-	-	-	10	8.340	8.400	13	-	-
[11:56:14] 	-	-	-	10	8.350	8.410	13	-	-
[11:57:17] 	-	-	-	10	8.340	8.400	13	-	-
[12:00:30] 	-	-	-	10	8.330	8.390	13	-	-
[12:02:39] 	-	-	-	10	8.340	8.400	13	-	-
[12:03:47] 	-	-	-	10	8.330	8.390	13	-	-
[12:05:58] 	-	-	-	10	8.340	8.400	13	-	-
[12:07:15] 	-	-	-	10	8.330	-	-	-	-
[12:08:23] 	-	-	-	10	8.330	8.390	13	-	-
[12:09:25] 	-	-	-	10	8.340	8.400	13	-	-
[12:14:32] 	-	-	-	10	8.330	8.390	13	-	-
[12:15:40] 	-	-	-	10	8.340	8.400	13	-	-
[12:20:23] 	-	-	-	10	8.330	8.390	13	-	-
[12:24:14] 	-	-	-	-	8.000	-	-	-	-
[12:25:16] 	-	-	-	80	8.310	8.380	80	-	-
[12:26:39] 	-	-	-	60	8.330	8.380	60	-	-
[12:28:09] 	-	-	-	45	8.340	8.370	55	-	-
[12:29:17] 	-	-	-	45	8.330	8.360	55	-	-
[12:31:41] 	-	-	-	45	8.340	8.360	55	-	-
[12:32:39] 	-	-	-	45	8.330	8.360	55	-	-
[12:34:48] 	-	-	-	45	8.320	8.350	55	-	-
[12:37:11] 	-	-	-	45	8.330	8.360	55	-	-
[12:40:31] 	-	-	-	45	8.350	8.380	55	-	-
[12:41:41] 	-	-	-	45	8.360	8.390	55	-	-
[12:42:39] 	-	-	-	45	8.370	-	-	-	-
[12:43:15] 	-	-	-	45	8.370	8.400	55	-	-
[12:45:23] 	-	-	-	45	8.360	8.390	55	-	-
[12:45:40] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:46:21] 	-	-	-	45	8.370	8.400	55	-	-
